year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2022.00,7.00,28.00,0.00,73.35,57.54,22.99,7.68,-3.46,1.28,1.02,,,,5.03,6.75
2022.00,7.00,28.00,1.00,82.77,57.25,23.90,7.70,-1.35,0.29,0.99,,,,5.08,6.07
2022.00,7.00,28.00,2.00,92.19,56.97,23.89,7.72,0.76,-0.70,0.96,,,,6.95,3.38
2022.00,7.00,28.00,3.00,101.62,56.68,23.92,7.74,2.87,-1.69,0.93,,,,5.80,4.85
2022.00,7.00,28.00,4.00,113.51,64.06,25.55,7.81,2.45,-1.15,0.66,,,,7.22,7.72
2022.00,7.00,28.00,5.00,125.41,71.44,26.54,7.88,2.03,-0.61,0.39,,,,9.88,6.93
2022.00,7.00,28.00,6.00,137.30,78.83,29.45,7.95,1.60,-0.07,0.13,,,,12.53,6.00
2022.00,7.00,28.00,7.00,134.39,85.40,28.98,7.86,0.90,0.44,0.17,,,,16.88,6.80
2022.00,7.00,28.00,8.00,131.48,91.97,29.62,7.78,0.19,0.96,0.21,,,,18.77,8.18
2022.00,7.00,28.00,9.00,128.57,98.54,29.04,7.69,-0.52,1.47,0.25,,,,30.02,7.00
2022.00,7.00,28.00,10.00,114.03,78.39,30.81,7.64,0.27,0.59,0.43,,,,17.07,5.10
2022.00,7.00,28.00,11.00,99.49,58.24,31.27,7.59,1.05,-0.29,0.61,,,,12.58,6.82
2022.00,7.00,28.00,12.00,84.95,38.09,32.34,7.54,1.84,-1.17,0.79,,,,11.17,10.78
2022.00,7.00,28.00,13.00,86.94,36.03,32.31,7.40,1.94,-1.39,0.94,,,,7.40,7.58
2022.00,7.00,28.00,14.00,88.93,33.97,25.62,7.26,2.05,-1.62,1.10,,,,6.35,7.18
2022.00,7.00,28.00,15.00,90.92,31.91,29.88,7.12,2.15,-1.85,1.25,,,,4.03,14.32
2022.00,7.00,28.00,16.00,94.72,37.47,28.41,7.11,2.67,-2.19,0.82,,,,3.70,16.70
2022.00,7.00,28.00,17.00,98.52,43.02,29.18,7.10,3.18,-2.53,0.39,,,,3.53,15.65
2022.00,7.00,28.00,18.00,102.32,48.57,28.27,7.09,3.70,-2.87,-0.04,,,,4.80,10.48
2022.00,7.00,28.00,19.00,94.58,48.37,26.29,6.97,4.06,-2.45,0.42,,,,4.95,11.18
2022.00,7.00,28.00,20.00,86.84,48.17,27.09,6.85,4.43,-2.03,0.87,,,,4.00,10.15
2022.00,7.00,28.00,21.00,79.10,47.96,29.61,6.73,4.80,-1.61,1.32,,,,8.57,11.60
2022.00,7.00,28.00,22.00,77.48,63.93,27.46,6.70,3.61,-1.47,1.00,,,,4.98,11.83
2022.00,7.00,28.00,23.00,75.85,79.89,27.34,6.68,2.41,-1.33,0.67,,,,3.88,5.97
2024.00,5.00,23.00,0.00,34.13,14.34,9.60,16.12,2.99,0.53,-0.84,,,,54.48,14.68
2024.00,5.00,23.00,1.00,35.41,14.45,10.43,15.86,2.98,0.70,-0.72,,,,39.33,22.68
2024.00,5.00,23.00,2.00,36.70,14.57,10.19,15.60,2.98,0.88,-0.59,,,,39.67,22.00
2024.00,5.00,23.00,3.00,37.98,14.69,8.04,15.33,2.97,1.05,-0.47,,,,46.92,17.80
2024.00,5.00,23.00,4.00,31.84,21.11,8.96,15.91,2.67,0.94,-0.41,,,,55.25,20.82
2024.00,5.00,23.00,5.00,25.70,27.54,7.64,16.49,2.36,0.82,-0.35,,,,70.65,18.55
2024.00,5.00,23.00,6.00,19.56,33.96,9.06,17.07,2.06,0.71,-0.30,,,,83.95,17.52
2024.00,5.00,23.00,7.00,20.42,31.97,6.84,16.48,2.19,1.01,-0.55,0.71,2.54,0.28,86.65,15.30
2024.00,5.00,23.00,8.00,21.29,29.98,8.07,15.89,2.32,1.31,-0.81,,,,90.17,13.38
2024.00,5.00,23.00,9.00,22.15,27.99,7.35,15.30,2.44,1.61,-1.07,0.64,2.58,0.25,97.45,12.28
2024.00,5.00,23.00,10.00,19.95,31.76,7.57,15.88,2.29,1.27,-0.59,,,,102.17,12.57
2024.00,5.00,23.00,11.00,17.76,35.53,6.42,16.46,2.14,0.94,-0.12,,,,108.92,10.90
2024.00,5.00,23.00,12.00,15.56,39.30,5.39,17.03,1.99,0.61,0.35,,,,108.97,13.30
2024.00,5.00,23.00,13.00,10.58,48.97,6.86,17.26,1.89,0.65,0.54,,,,103.70,17.73
2024.00,5.00,23.00,14.00,5.60,58.63,6.82,17.49,1.78,0.69,0.72,,,,84.57,29.22
2024.00,5.00,23.00,15.00,0.62,68.30,8.47,17.72,1.68,0.73,0.91,,,,72.45,32.73
2024.00,5.00,23.00,16.00,3.95,76.29,8.40,17.90,1.23,0.75,0.54,,,,56.62,42.27
2024.00,5.00,23.00,17.00,7.28,84.28,11.04,18.09,0.78,0.77,0.17,,,,40.55,54.97
2024.00,5.00,23.00,18.00,10.61,92.27,12.29,18.28,0.33,0.79,-0.21,,,,39.97,34.67
2024.00,5.00,23.00,19.00,7.79,95.00,10.29,18.30,0.47,0.67,-0.37,,,,34.03,38.75
2024.00,5.00,23.00,20.00,4.96,97.74,9.77,18.32,0.62,0.55,-0.52,,,,41.15,38.42
2024.00,5.00,23.00,21.00,2.14,100.48,5.95,18.34,0.77,0.43,-0.68,,,,68.20,28.95
2024.00,5.00,23.00,22.00,5.96,83.39,7.35,17.65,1.23,0.49,-0.58,,,,59.90,18.67
2024.00,5.00,23.00,23.00,9.78,66.30,6.96,16.96,1.68,0.56,-0.48,,,,53.92,15.95
2022.00,7.00,24.00,0.00,58.23,57.51,14.41,8.09,1.87,-1.27,1.51,,,,5.30,3.40
2022.00,7.00,24.00,1.00,55.06,54.31,13.53,8.31,1.78,-1.19,1.49,,,,6.50,2.80
2022.00,7.00,24.00,2.00,51.89,51.10,13.64,8.53,1.69,-1.12,1.47,,,,5.03,3.02
2022.00,7.00,24.00,3.00,48.73,47.89,13.52,8.74,1.61,-1.04,1.45,,,,4.47,1.95
2022.00,7.00,24.00,4.00,49.84,57.87,11.16,8.66,1.70,-0.93,1.20,,,,8.22,1.40
2022.00,7.00,24.00,5.00,50.95,67.85,10.07,8.58,1.79,-0.82,0.95,,,,15.62,2.02
2022.00,7.00,24.00,6.00,52.06,77.83,9.31,8.50,1.88,-0.70,0.70,,,,13.90,1.98
2022.00,7.00,24.00,7.00,55.49,72.03,7.33,8.38,1.67,-0.98,0.86,,,,12.75,2.05
2022.00,7.00,24.00,8.00,58.92,66.23,9.13,8.26,1.46,-1.26,1.02,0.47,1.34,0.35,12.45,3.75
2022.00,7.00,24.00,9.00,62.34,60.43,11.54,8.14,1.24,-1.54,1.18,,,,9.83,3.05
2022.00,7.00,24.00,10.00,68.76,56.65,13.07,7.94,1.37,-1.29,1.19,,,,17.07,1.68
2022.00,7.00,24.00,11.00,75.18,52.86,12.59,7.75,1.49,-1.04,1.21,,,,15.35,2.23
2022.00,7.00,24.00,12.00,81.60,49.08,12.90,7.56,1.62,-0.80,1.23,,,,13.15,7.65
2022.00,7.00,24.00,13.00,81.50,46.54,14.65,7.47,1.57,-0.64,0.76,,,,12.30,8.70
2022.00,7.00,24.00,14.00,81.39,43.99,13.59,7.38,1.52,-0.48,0.28,,,,9.50,7.50
2022.00,7.00,24.00,15.00,81.29,41.45,11.28,7.30,1.47,-0.32,-0.19,,,,7.10,7.75
2022.00,7.00,24.00,16.00,81.30,40.64,9.67,7.26,1.19,-0.85,0.18,,,,5.93,17.00
2022.00,7.00,24.00,17.00,81.31,39.83,9.29,7.22,0.91,-1.38,0.55,,,,3.80,14.72
2022.00,7.00,24.00,18.00,81.33,39.02,8.86,7.19,0.63,-1.91,0.92,,,,4.12,10.82
2022.00,7.00,24.00,19.00,77.86,53.67,9.30,7.13,0.74,-1.33,0.83,,,,8.15,5.90
2022.00,7.00,24.00,20.00,74.38,68.31,13.18,7.07,0.85,-0.76,0.75,,,,11.00,3.67
2022.00,7.00,24.00,21.00,70.91,82.96,13.56,7.02,0.96,-0.19,0.67,,,,17.17,1.90
2022.00,7.00,24.00,22.00,81.75,84.22,12.73,7.10,0.86,-0.07,0.54,,,,14.55,1.68
2022.00,7.00,24.00,23.00,92.59,85.49,17.20,7.19,0.75,0.06,0.41,,,,10.05,3.75
2019.00,11.00,5.00,0.00,4.22,89.01,17.21,8.76,2.23,0.15,-0.12,,,,13.15,48.33
2019.00,11.00,5.00,1.00,11.65,78.45,17.04,8.83,2.28,-0.25,-0.14,,,,14.35,44.03
2019.00,11.00,5.00,2.00,19.08,67.89,18.10,8.90,2.32,-0.65,-0.15,,,,11.95,63.02
2019.00,11.00,5.00,3.00,26.51,57.33,18.03,8.97,2.36,-1.06,-0.16,,,,21.00,65.20
2019.00,11.00,5.00,4.00,17.67,86.12,18.68,8.26,2.39,-1.03,-0.14,,,,43.85,46.33
2019.00,11.00,5.00,5.00,8.84,114.92,17.90,7.54,2.41,-1.00,-0.11,,,,64.13,36.08
2019.00,11.00,5.00,6.00,0.00,143.71,16.53,6.83,2.44,-0.97,-0.09,,,,75.38,31.15
2019.00,11.00,5.00,7.00,23.64,102.07,17.43,6.70,1.73,0.01,-0.18,,,,82.65,26.68
2019.00,11.00,5.00,8.00,47.27,60.43,15.42,6.57,1.03,0.98,-0.28,1.15,1.75,0.66,83.38,25.80
2019.00,11.00,5.00,9.00,70.91,18.79,14.87,6.45,0.33,1.96,-0.37,,,,77.83,25.35
2019.00,11.00,5.00,10.00,67.06,20.52,14.87,6.46,-0.32,1.97,0.21,,,,78.65,31.88
2019.00,11.00,5.00,11.00,63.21,22.24,14.59,6.46,-0.97,1.98,0.80,,,,59.27,56.52
2019.00,11.00,5.00,12.00,59.36,23.96,16.08,6.47,-1.61,1.99,1.38,,,,43.38,57.30
2019.00,11.00,5.00,13.00,40.72,35.86,14.87,6.60,-1.03,1.68,1.12,,,,7.28,89.85
2019.00,11.00,5.00,14.00,22.08,47.77,13.67,6.72,-0.45,1.36,0.85,,,,5.90,86.80
2019.00,11.00,5.00,15.00,3.44,59.67,12.35,6.84,0.13,1.05,0.59,,,,6.40,86.78
2019.00,11.00,5.00,16.00,5.34,59.57,10.79,6.96,-0.40,0.12,0.32,,,,7.30,85.12
2019.00,11.00,5.00,17.00,7.24,59.47,11.87,7.07,-0.93,-0.80,0.06,,,,7.53,81.12
2019.00,11.00,5.00,18.00,9.14,59.37,12.55,7.19,-1.45,-1.73,-0.20,,,,8.05,73.70
2019.00,11.00,5.00,19.00,6.11,80.13,12.50,7.19,-0.22,-1.32,0.82,,,,8.00,63.85
2019.00,11.00,5.00,20.00,3.08,100.90,11.56,7.20,1.02,-0.90,1.84,,,,8.70,61.98
2019.00,11.00,5.00,21.00,0.06,121.67,11.40,7.21,2.26,-0.49,2.86,,,,8.23,52.90
2019.00,11.00,5.00,22.00,2.75,123.38,9.49,7.32,2.30,-0.55,2.09,,,,7.55,50.60
2019.00,11.00,5.00,23.00,5.44,125.10,12.29,7.43,2.34,-0.61,1.31,,,,6.60,47.03
2023.00,8.00,23.00,0.00,37.40,44.51,10.82,19.43,-1.34,0.95,0.28,,,,4.38,7.10
2023.00,8.00,23.00,1.00,42.47,40.46,12.56,19.30,-1.05,0.34,-0.03,,,,4.12,8.12
2023.00,8.00,23.00,2.00,47.54,36.40,10.68,19.17,-0.75,-0.26,-0.34,,,,3.60,11.97
2023.00,8.00,23.00,3.00,52.60,32.35,10.86,19.04,-0.46,-0.87,-0.65,,,,3.42,13.50
2023.00,8.00,23.00,4.00,35.07,48.00,10.30,19.38,0.35,-0.68,-0.97,,,,3.50,14.15
2023.00,8.00,23.00,5.00,17.54,63.64,9.92,19.72,1.17,-0.49,-1.30,,,,3.25,15.12
2023.00,8.00,23.00,6.00,0.01,79.29,9.92,20.06,1.98,-0.30,-1.63,,,,3.35,14.55
2023.00,8.00,23.00,7.00,1.62,75.82,11.70,19.71,2.02,0.06,-0.88,,,,3.57,14.67
2023.00,8.00,23.00,8.00,3.24,72.35,11.70,19.37,2.06,0.41,-0.14,,,,3.62,19.20
2023.00,8.00,23.00,9.00,4.85,68.88,10.43,19.03,2.10,0.77,0.60,,,,3.35,21.18
2023.00,8.00,23.00,10.00,5.99,65.48,9.75,19.40,1.50,0.79,0.35,,,,3.55,19.38
2023.00,8.00,23.00,11.00,7.14,62.08,9.61,19.77,0.91,0.81,0.11,,,,3.43,19.70
2023.00,8.00,23.00,12.00,8.28,58.68,10.44,20.14,0.31,0.83,-0.14,,,,3.58,21.65
2023.00,8.00,23.00,13.00,5.91,66.48,12.39,20.32,-0.01,0.43,0.20,,,,3.45,26.48
2023.00,8.00,23.00,14.00,3.54,74.28,11.55,20.51,-0.32,0.03,0.53,,,,3.50,21.98
2023.00,8.00,23.00,15.00,1.16,82.08,11.32,20.69,-0.64,-0.37,0.86,,,,3.35,18.12
2023.00,8.00,23.00,16.00,0.87,88.97,11.07,20.69,-0.22,-0.38,-0.02,,,,3.55,16.62
2023.00,8.00,23.00,17.00,0.57,95.85,10.95,20.69,0.21,-0.39,-0.90,,,,3.33,16.20
2023.00,8.00,23.00,18.00,0.28,102.74,10.59,20.69,0.63,-0.41,-1.78,,,,3.33,15.25
2023.00,8.00,23.00,19.00,15.35,84.02,9.26,20.66,0.91,-0.20,-1.58,,,,3.33,14.75
2023.00,8.00,23.00,20.00,30.43,65.29,9.19,20.63,1.18,0.01,-1.38,,,,3.20,14.33
2023.00,8.00,23.00,21.00,45.51,46.57,8.61,20.60,1.45,0.21,-1.18,,,,3.67,12.80
2023.00,8.00,23.00,22.00,39.28,48.62,7.09,19.66,1.20,0.42,-0.72,,,,3.30,12.47
2023.00,8.00,23.00,23.00,33.05,50.66,6.20,18.71,0.95,0.63,-0.26,,,,3.35,11.23
2024.00,1.00,12.00,0.00,2.59,124.28,16.95,12.35,-0.49,-2.29,-0.47,,,,4.32,39.08
2024.00,1.00,12.00,1.00,1.82,132.85,17.71,11.53,-0.06,-2.35,-0.43,,,,4.50,41.58
2024.00,1.00,12.00,2.00,1.05,141.42,20.99,10.71,0.38,-2.42,-0.39,,,,4.38,39.15
2024.00,1.00,12.00,3.00,0.28,149.99,23.29,9.90,0.81,-2.48,-0.35,,,,4.67,42.72
2024.00,1.00,12.00,4.00,0.51,142.48,21.88,9.92,1.15,-2.00,-0.53,,,,4.58,45.22
2024.00,1.00,12.00,5.00,0.74,134.98,22.41,9.95,1.49,-1.53,-0.72,,,,5.35,56.27
2024.00,1.00,12.00,6.00,0.97,127.47,22.45,9.97,1.82,-1.05,-0.90,,,,5.83,64.42
2024.00,1.00,12.00,7.00,5.38,116.79,23.64,9.82,1.86,-0.93,-0.80,,,,7.82,67.12
2024.00,1.00,12.00,8.00,9.79,106.12,23.58,9.67,1.90,-0.81,-0.69,2.48,2.36,1.05,10.32,61.40
2024.00,1.00,12.00,9.00,14.20,95.44,26.60,9.53,1.94,-0.69,-0.59,,,,11.33,49.85
2024.00,1.00,12.00,10.00,9.60,103.56,25.48,9.67,1.18,-1.24,-0.53,,,,12.05,40.67
2024.00,1.00,12.00,11.00,5.01,111.68,22.33,9.82,0.41,-1.79,-0.46,,,,11.18,38.02
2024.00,1.00,12.00,12.00,0.42,119.80,23.65,9.96,-0.36,-2.34,-0.40,,,,8.30,50.35
2024.00,1.00,12.00,13.00,9.10,108.00,22.67,10.35,0.17,-2.31,-0.73,,,,4.60,82.30
2024.00,1.00,12.00,14.00,17.79,96.20,21.54,10.75,0.70,-2.29,-1.06,,,,4.67,89.23
2024.00,1.00,12.00,15.00,26.47,84.40,22.32,11.14,1.23,-2.26,-1.39,,,,4.45,78.18
2024.00,1.00,12.00,16.00,22.94,98.52,21.03,11.08,1.43,-1.65,-1.19,,,,4.20,78.42
2024.00,1.00,12.00,17.00,19.41,112.63,21.00,11.01,1.64,-1.04,-0.99,,,,4.53,72.42
2024.00,1.00,12.00,18.00,15.87,126.74,24.09,10.95,1.84,-0.44,-0.78,,,,4.35,63.00
2024.00,1.00,12.00,19.00,18.43,116.92,21.89,11.05,1.90,-0.59,-0.79,,,,4.45,57.57
2024.00,1.00,12.00,20.00,20.99,107.10,22.50,11.16,1.96,-0.75,-0.80,,,,4.10,46.25
2024.00,1.00,12.00,21.00,23.55,97.28,20.70,11.26,2.02,-0.90,-0.81,,,,4.73,45.00
2024.00,1.00,12.00,22.00,21.40,100.48,20.97,11.19,2.06,-0.88,-0.90,,,,4.38,42.08
2024.00,1.00,12.00,23.00,19.25,103.68,19.76,11.13,2.10,-0.86,-0.99,,,,4.35,47.48
2020.00,12.00,13.00,0.00,99.43,51.72,41.32,6.17,1.19,0.01,-1.78,,,,12.85,38.70
2020.00,12.00,13.00,1.00,106.92,56.64,39.81,6.02,0.86,0.18,-1.92,,,,13.45,43.88
2020.00,12.00,13.00,2.00,114.40,61.56,41.36,5.88,0.54,0.36,-2.07,,,,13.73,45.90
2020.00,12.00,13.00,3.00,121.88,66.47,39.51,5.73,0.21,0.53,-2.21,,,,15.38,46.98
2020.00,12.00,13.00,4.00,101.11,69.99,37.78,5.92,0.04,0.80,-2.25,,,,16.75,45.38
2020.00,12.00,13.00,5.00,80.33,73.50,38.20,6.11,-0.14,1.07,-2.29,,,,31.55,41.52
2020.00,12.00,13.00,6.00,59.56,77.01,37.90,6.30,-0.31,1.34,-2.33,,,,44.23,37.10
2020.00,12.00,13.00,7.00,62.40,66.37,37.83,7.43,0.05,0.59,-2.42,,,,48.88,37.58
2020.00,12.00,13.00,8.00,65.24,55.73,39.17,8.55,0.42,-0.16,-2.51,0.75,1.62,0.46,59.00,32.38
2020.00,12.00,13.00,9.00,68.09,45.10,41.31,9.68,0.79,-0.90,-2.61,,,,58.32,34.83
2020.00,12.00,13.00,10.00,64.15,43.51,41.37,9.94,0.30,-0.63,-2.31,,,,55.90,35.65
2020.00,12.00,13.00,11.00,60.22,41.93,41.36,10.20,-0.19,-0.36,-2.01,,,,53.83,33.58
2020.00,12.00,13.00,12.00,56.29,40.35,41.48,10.46,-0.68,-0.09,-1.72,,,,46.23,38.42
2020.00,12.00,13.00,13.00,48.46,47.52,43.55,10.58,-0.12,-0.28,-1.84,,,,32.20,44.85
2020.00,12.00,13.00,14.00,40.63,54.70,42.29,10.71,0.44,-0.47,-1.96,,,,22.82,50.77
2020.00,12.00,13.00,15.00,32.79,61.87,42.60,10.83,1.00,-0.66,-2.08,,,,16.88,52.23
2020.00,12.00,13.00,16.00,40.08,55.55,38.16,10.98,1.23,-0.55,-2.40,,,,16.95,48.45
2020.00,12.00,13.00,17.00,47.36,49.23,40.08,11.13,1.45,-0.45,-2.71,,,,15.38,45.12
2020.00,12.00,13.00,18.00,54.65,42.91,39.24,11.28,1.67,-0.34,-3.03,,,,11.25,43.10
2020.00,12.00,13.00,19.00,62.17,38.64,40.26,10.61,2.24,-0.49,-2.78,,,,10.32,43.48
2020.00,12.00,13.00,20.00,69.70,34.38,36.90,9.94,2.81,-0.64,-2.53,,,,13.10,41.90
2020.00,12.00,13.00,21.00,77.23,30.11,39.12,9.27,3.38,-0.79,-2.28,,,,18.05,33.00
2020.00,12.00,13.00,22.00,77.23,36.48,38.11,8.71,3.47,-0.85,-1.84,,,,24.57,28.28
2020.00,12.00,13.00,23.00,77.24,42.85,39.49,8.16,3.55,-0.91,-1.39,,,,29.93,26.92
2019.00,9.00,29.00,0.00,27.03,43.54,27.71,10.26,-1.19,-0.41,2.46,,,,34.25,11.10
2019.00,9.00,29.00,1.00,31.18,41.19,24.16,9.68,-1.05,-0.07,1.78,,,,19.20,10.60
2019.00,9.00,29.00,2.00,35.34,38.83,24.05,9.10,-0.92,0.27,1.09,,,,23.45,12.90
